"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x1872865014","x1377551123985412096",2021-04-01 09:19:16,"MasonX742","@PrimeXavierV2 Kevin Durant is the Goat? <U+0001F923><U+0001F923> the goat of what? Burner accounts and being an overly sensitive manchild?","Twitter for Android",102,"x1377006152752504837","x1187604525424754689","PrimeXavierV2",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x1187604525424754689","PrimeXavierV2","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MasonX742/status/1377551123985412096","Mason","","Wanting to be someone else is a waste of the person you are - Kurt Cobain",,FALSE,30,112,0,454,173,2013-09-16 20:18:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1872865014/1471623277","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/766669504403402752/CMV8Vfbu_normal.jpg"
"x2964301611","x1377358251541602304",2021-03-31 20:32:51,"krhin_jordan","@PrimeXavierV2 Lol Kevin cupcake <U+0001F9C1> Durant is far from the goat lol. He’s a fucking idiot pretty much the way that you sound. Rapaport at least is funny and a good actor. Durant is stupid and immature and can’t ever take a joke , never laughs, makes burner accounts,","Twitter for iPhone",250,"x1377006152752504837","x1187604525424754689","PrimeXavierV2",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1187604525424754689","PrimeXavierV2","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/krhin_jordan/status/1377358251541602304","Jdizzle<U+26A1><U+FE0F><U+0001F409><U+26A1><U+FE0F>","","",,FALSE,41,148,0,444,1884,2015-01-06 15:26:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/2964301611/1475794698","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1349139543161712640/5TrL3uS6_normal.jpg"
"x512466878","x1377296916166414338",2021-03-31 16:29:08,"JosephPChapp","I’m glad Kevin Durant slammed Michael Rapaport. Most annoying dude ever.

Don’t mess with the GOAT @stoolpresidente","Twitter for iPhone",115,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x43775786","stoolpresidente","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JosephPChapp/status/1377296916166414338","Joseph P. Chapp","Detroit, Michigan","Future Front Office Member for NHL or NFL, Tweet strictly on sports, scouting finds, and more. CEO of @jcmediami",,FALSE,908,2369,15,37647,6324,2012-03-02 21:28:02,FALSE,,,,"https://pbs.twimg.com/profile_banners/512466878/1518372421","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1320070810854359040/6KTAhrSa_normal.jpg"
"x1354552591749959681","x1377285131896041472",2021-03-31 15:42:18,"genethemann","@BleacherReport @ShamsCharania Top ten NBA players
1 Kevin Durant (GOAT)
HUGE GAP
2 Anthony Davis 
3 Nikola Jokic 
4 Luka Doncic 
5 Jaylen Brown 
6 Khris Middleton 
7 Devin Booker 
8 Lamelo Ball 
9 Lu Dort 
10 James Harden 
Where is Westbrick? Probably playing JV where he belongs","Twitter for iPhone",249,"x1377284267990867975","x890891","BleacherReport",FALSE,FALSE,2,1,,,,,,,,,,,,,,,,"x890891 x178580925","BleacherReport ShamsCharania","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/genethemann/status/1377285131896041472","Kevin DurGoat <U+0001F410><U+0001F410>","United States","Huge KD, Paige Bueckers and Julio fan",,FALSE,17,65,0,412,68,2021-01-27 22:11:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1354552591749959681/1616992762",,"http://pbs.twimg.com/profile_images/1375150584299393029/DootXazM_normal.jpg"
"x1180120122196926466","x1377270401336664069",2021-03-31 14:43:46,"Sicksteen216_","Skip look so embarrassed trying to defend his goat Kevin Durant for being an idiot online 

GET USED TO IT SKIP","Twitter for iPhone",111,,,,FALSE,FALSE,1,2,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Sicksteen216_/status/1377270401336664069","Sicksteen <U+3046><U+3061><U+306F>","Cleveland, OH","They suspended ya boy, Ima get it back tho (maybe)",,FALSE,727,671,2,29640,16,2019-10-04 13:59:05,FALSE,,,,"https://pbs.twimg.com/profile_banners/1180120122196926466/1617298438",,"http://pbs.twimg.com/profile_images/1180121596985520128/hNmNyMNq_normal.jpg"
"x697254126011359232","x1377211046012846082",2021-03-31 10:47:55,"FgotFans","Kevin Durant funny as fuck,bruh that’s what makes him the FUCKEN goat.<U+0001F410><U+0001F410>","Twitter for iPhone",72,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FgotFans/status/1377211046012846082","Frankie<U+0001F920>","Texas, USA","<U+0001F49C>24",,FALSE,534,1585,1,20557,58741,2016-02-10 03:01:52,FALSE,,,,"https://pbs.twimg.com/profile_banners/697254126011359232/1617090058",,"http://pbs.twimg.com/profile_images/1353620186973270021/s_029bFi_normal.jpg"
"x1171277909673291777","x1377121076405137408",2021-03-31 04:50:24,"PlayboiClaxton","Man look at this picture of a GOAT and Kevin Durant https://t.co/sOxiSFO9Ix","Twitter for iPhone",51,,,,FALSE,FALSE,97,1,,,,,,,,"http://pbs.twimg.com/media/ExyEUdyUcAAE5cG.jpg","https://t.co/sOxiSFO9Ix","https://twitter.com/PlayboiClaxton/status/1377121076405137408/photo/1","photo","http://pbs.twimg.com/media/ExyEUdyUcAAE5cG.jpg","https://t.co/sOxiSFO9Ix","https://twitter.com/PlayboiClaxton/status/1377121076405137408/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/PlayboiClaxton/status/1377121076405137408","Leb <U+0001F98B>","Virginia Beach, VA","21 | Nets • Browns • PSG———————————————————————FAN ACCOUNT Backup: @Harden4PF",,FALSE,5404,5740,15,16030,16388,2019-09-10 04:23:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1171277909673291777/1589645897",,"http://pbs.twimg.com/profile_images/1353943094845169666/FpT-jXuC_normal.jpg"
"x973341291357622273","x1377116881002274819",2021-03-31 04:33:44,"c_roman23","@TheHoopCentral @ShamsCharania My GOAT Kevin Durant doesn’t get injured like LeFraud does <U+0001F608><U+0001F525>","Twitter for iPhone",61,"x1377081894089592833","x3022889996","TheHoopCentral",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x3022889996 x178580925","TheHoopCentral ShamsCharania","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/c_roman23/status/1377116881002274819","no garf","16 he/him","honest sixers/eagles fan, ph1lza stan, @Ralkinson stan, 8Dmemes stan, AOC’s boyfriend, kind stranger",,FALSE,19,246,1,949,262,2018-03-12 23:33:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/973341291357622273/1609968011",,"http://pbs.twimg.com/profile_images/1347630569014886401/Br-qgQT6_normal.jpg"
"x973341291357622273","x1376365139444830208",2021-03-29 02:46:35,"c_roman23","@TheNBACentral My GOAT Kevin Durant doesn't need any help like LeFraud 3-6-1 does <U+0001F608>","Twitter Web App",68,"x1376343433300828162","x1548977419","TheNBACentral",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x1548977419","TheNBACentral","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/c_roman23/status/1376365139444830208","no garf","16 he/him","honest sixers/eagles fan, ph1lza stan, @Ralkinson stan, 8Dmemes stan, AOC’s boyfriend, kind stranger",,FALSE,19,246,1,949,262,2018-03-12 23:33:42,FALSE,,,,"https://pbs.twimg.com/profile_banners/973341291357622273/1609968011",,"http://pbs.twimg.com/profile_images/1347630569014886401/Br-qgQT6_normal.jpg"
"x20919842","x1377103674787262470",2021-03-31 03:41:16,"JonathanDesign","""Lebron builds schools and Kevin Durant is on Twitter arguing with fans about basketball and video games, that's why Lebron is better.""

That's actually an argument for why Lebron is not the GOAT. He let a Twitter troll win championships vs him. https://t.co/dp1yR73vct","Twitter for iPhone",245,,,,FALSE,FALSE,1,0,,,,,,,,"http://pbs.twimg.com/tweet_video_thumb/Exx0fZHU4AEzUIV.jpg","https://t.co/dp1yR73vct","https://twitter.com/JonathanDesign/status/1377103674787262470/photo/1","photo","http://pbs.twimg.com/tweet_video_thumb/Exx0fZHU4AEzUIV.jpg","https://t.co/dp1yR73vct","https://twitter.com/JonathanDesign/status/1377103674787262470/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JonathanDesign/status/1377103674787262470","Jonathan","","Web developer/designer. Hockey, basketball, and calcio fan. Forza Roma e Italia!",,FALSE,3,9,6,1963,0,2009-02-15 16:42:15,FALSE,,,,,"http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/454457753801854976/Co5rhV1u_normal.jpeg"
"x1371552071279861763","x1377094119990956033",2021-03-31 03:03:18,"lilmackeyjr1","@BarstoolBigCat Kevin Durant is the goat","Twitter for iPhone",24,"x1377014289207341060","x123276343","BarstoolBigCat",FALSE,FALSE,0,0,,,,,,,,,,,,,,,,"x123276343","BarstoolBigCat","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/lilmackeyjr1/status/1377094119990956033","#1 Sports fan/gambler","","I love sports. nothing in this universe is bigger than sports. Free gambling pick. NFL. NBA. MLB. NCAAF. NCAAM. GOLF (sometimes when there’s nothing else on)",,FALSE,3,25,0,144,2,2021-03-15 20:01:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/1371552071279861763/1615839197",,"http://pbs.twimg.com/profile_images/1377120395048804360/p3Qp_6Mi_normal.jpg"
"x1102657629795598336","x1377071331334819842",2021-03-31 01:32:44,"NASCARWRLD","Kevin Durant destroyed Michael Rapaports clown ass lmao , Goat shit","Twitter for iPhone",67,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/NASCARWRLD/status/1377071331334819842","Cj <U+0001F3C1>","Pittsburgh for life ","Hi I’m Cj • 999 Forever <U+0001F5A4> • #NASCARTwitter","https://t.co/AhrtHTkYvM",FALSE,753,801,5,7967,11315,2019-03-04 19:50:40,FALSE,"https://t.co/AhrtHTkYvM","http://twitch.tv/NASCARWRLD",,"https://pbs.twimg.com/profile_banners/1102657629795598336/1616724768",,"http://pbs.twimg.com/profile_images/1376527508158488576/m94B4CRZ_normal.jpg"
"x972243180","x1377063354934689792",2021-03-31 01:01:03,"Bos_Laflare","Nah Kevin Durant the fucking GOAT dawg lmfaooooo","Twitter for iPhone",48,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json","Boston","Boston, MA","city","United States","US","NA NA","NA NA","-71.191421 -70.986004 -70.986004 -71.191421 42.227797 42.227797 42.399542 42.399542","https://twitter.com/Bos_Laflare/status/1377063354934689792","Wee-Bae Brice <U+0001F1E9><U+0001F1F2>","Dominica <U+0001F6A3><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F6A3><U+0001F3FE> Boston","Gucci told me u could get lost in the sauce and my life ain't been the same since. #BlackLivesMatter",,FALSE,1373,866,21,137515,16965,2012-11-26 16:14:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/972243180/1361820605","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1138109806345097216/34raRA3J_normal.jpg"
"x24140011","x1377054395804778496",2021-03-31 00:25:27,"FrenchKaliforni","Kevin Durant will go down in history as the players who will always come down as 2nd next to LeBron. Poor guy never digested that he plays in the same era as the GOAT. He can’t stand it, that he created a Justice League team to beat him!","Twitter for iPhone",237,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FrenchKaliforni/status/1377054395804778496","Queen Of Peace","World without hate.","",,FALSE,88,39,7,4417,2132,2009-03-13 06:43:40,FALSE,,,,"https://pbs.twimg.com/profile_banners/24140011/1529513947","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1246260647051984896/4CVcDTmr_normal.jpg"
"x1313279119153487873","x1377042579011760129",2021-03-30 23:38:29,"issxck","Another reason why Kevin Durant is the Goat. LeFather could never","Twitter for iPhone",65,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/issxck/status/1377042579011760129","SlimRepeàr<U+0001F9DF>","Maryland, USA","kd and russ forever! BOL BOL! <U+0001F410> #brooklyntogether. #milehighbasketball why u mad? enjoy life",,FALSE,148,745,0,1373,1318,2020-10-06 00:45:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/1313279119153487873/1617003129",,"http://pbs.twimg.com/profile_images/1377232699954393100/2XQDQNqp_normal.jpg"
"x1033506118981410817","x1377039494629617665",2021-03-30 23:26:14,"joshstaley23","Kevin Durant should get another ring for the literary assault he just gave Mike Rappaport. Goat status","Twitter for iPhone",102,,,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/joshstaley23/status/1377039494629617665","Joshua Staley","","Jesuit 21",,FALSE,40,58,0,361,1363,2018-08-26 00:07:15,FALSE,,,,"https://pbs.twimg.com/profile_banners/1033506118981410817/1616736637",,"http://pbs.twimg.com/profile_images/1361350165769068550/rbMQKK_Y_normal.jpg"
"x1358987538564849665","x1377035265743577089",2021-03-30 23:09:26,"_Joe_Mango_","Kevin Durant is the GOAT for this one https://t.co/2cOsTQ2Dd5","Twitter for iPhone",37,,,,TRUE,FALSE,0,0,,,,,"twitter.com/michaelrapapor…","https://t.co/2cOsTQ2Dd5","https://twitter.com/michaelrapaport/status/1376997269107470338",,,,,,,,,,,"en","x1376997269107470338","I receive threats and disgusting messages DAILY, but never in my wildest dreams did I think @KDTrey5 would be among them. The <U+0001F40D> himself is now threatening me, bringing up my wife and wants to fight. This is supposed to be America’s sweetheart right? #ImDaRealMVP https://t.co/l1VQfGMMRF",2021-03-30 20:38:26,"Twitter for iPhone",23704,4784,"x241204643","MichaelRapaport","MichaelRapaport",644058,3248,83236,"On The Way To TRIAL","Actor/Comedian/Director/Disruptor/Podcaster https://t.co/4PpdtWStGE<U+0001F399>Making Weekly Podcast History @iamrapaport only on @HearLuminary <U+2199><U+FE0F>",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/_Joe_Mango_/status/1377035265743577089","Mango","","An irrationally rational Rutgers fan",,FALSE,16,192,0,387,321,2021-02-09 03:54:25,FALSE,,,,"https://pbs.twimg.com/profile_banners/1358987538564849665/1612843282",,"http://pbs.twimg.com/profile_images/1359254830842322949/TzXepu2o_normal.jpg"
"x59355044","x1377032202962268161",2021-03-30 22:57:15,"MADATVIDEOGAMES","kevin durant trying to pick a fight with michael rapaport in his instagram dms is some goat shit don't @ me","Twitter Web App",107,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/MADATVIDEOGAMES/status/1377032202962268161","MAD ABOUT GETTING OLDER","Houston, TX","lifes short, so lets have silly arguments on the internet",,FALSE,38,39,1,3926,2122,2009-07-23 03:56:18,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/616518804151992320/GiVJQdAA_normal.jpg"
"x1041762234777649152","x1377030460027641856",2021-03-30 22:50:20,"isaiahthort","Kevin Durant the goat","Twitter for iPhone",21,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/isaiahthort/status/1377030460027641856","Titus","Charlotte, NC","Job 13:15 |#ncat","https://t.co/x38hl1171p",FALSE,296,264,1,3059,5253,2018-09-17 18:54:06,FALSE,"https://t.co/x38hl1171p","https://thefinalwhistle.squarespace.com",,"https://pbs.twimg.com/profile_banners/1041762234777649152/1594683398",,"http://pbs.twimg.com/profile_images/1306275830939742208/r3RaXNhi_normal.jpg"
"x138859457","x1377028651447902212",2021-03-30 22:43:09,"KingAjar","Kevin Durant is the GOAT. The way he cooked Remy from Higher Learning","Twitter Web App",69,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KingAjar/status/1377028651447902212","AJAR","The RajMahal","“Yes You Will Remember Born on the 19th Day of September” - Charlie Brown (LONS)","https://t.co/jRsjvu86gR",FALSE,921,990,13,156825,38265,2010-04-30 20:37:59,FALSE,"https://t.co/jRsjvu86gR","http://www.scaredmoneydontmakenone.com",,"https://pbs.twimg.com/profile_banners/138859457/1614751083","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1366991237086142465/D9gPGCCN_normal.jpg"
"x446367098","x1377028125326983168",2021-03-30 22:41:03,"inFamousKidd091","This is why Kevin Durant is the GOAT <U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D> https://t.co/EIORcVkGwq","Twitter for iPhone",42,,,,TRUE,FALSE,2,0,,,,,"twitter.com/stoolpresident…","https://t.co/EIORcVkGwq","https://twitter.com/stoolpresidente/status/1377000435018575881",,,,,,,,,,,"en","x1377000435018575881","Love Kevin Durant feeding it to Rappaport.   Rap will prob sue him now for being a meanie pants https://t.co/QDiG6DrM9i",2021-03-30 20:51:01,"Twitter for iPhone",54668,3224,"x43775786","stoolpresidente","Dave Portnoy",2447948,1321,86071,"Boston","El Presidente/3 time Bee Sting survivor. I own a ton of Penn Stock. I’m not a financial advisor. Don’t trust anything I say about stocks. Owner of DDTG Global",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/inFamousKidd091/status/1377028125326983168","Chris","Maryland","#410 #blacklivesmatter","https://t.co/cbrhE0hzcn",FALSE,314,261,5,19700,60566,2011-12-25 16:48:06,FALSE,"https://t.co/cbrhE0hzcn","https://m.facebook.com/inFamouskidd95/",,"https://pbs.twimg.com/profile_banners/446367098/1591484026","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1167484293389717504/GnK_ZfUd_normal.jpg"
"x419300531","x1377025881235992581",2021-03-30 22:32:08,"brandimons94","Kevin Durant is the GOAT for that.","Twitter for iPhone",34,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/brandimons94/status/1377025881235992581","Brando <U+0001F985>","New Jersey, USA","Read the Room <U+0001F441>",,FALSE,156,246,1,47180,3386,2011-11-23 05:59:35,FALSE,,,,"https://pbs.twimg.com/profile_banners/419300531/1596340166","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1326266210586128385/4ZT9oGrI_normal.jpg"
"x1375133917070548996","x1377025697793912835",2021-03-30 22:31:24,"nicksalter765","@VT29_ @KDTrey5 @MichaelRapaport Man I love kevin Durant mans a goat <U+0001F602><U+0001F602>","Twitter for iPhone",38,"x1377012975807107080","x894405337247350784","VT29_",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"x894405337247350784 x35936474 x241204643","VT29_ KDTrey5 MichaelRapaport","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/nicksalter765/status/1377025697793912835","nick salter","Barstow, CA","",,FALSE,6,66,0,3,7,2021-03-25 17:14:22,FALSE,,,,"https://pbs.twimg.com/profile_banners/1375133917070548996/1616727045",,"http://pbs.twimg.com/profile_images/1377026078678614020/jZS32Ha-_normal.jpg"
"x1357884896895791105","x1377025655565660162",2021-03-30 22:31:14,"SacredCursed","Kevin Durant the GOAT. Don't talk shit if you ain't prepared for it to come back at you. https://t.co/vw3ZmDJWCZ","Twitter for Android",88,,,,TRUE,FALSE,5,0,,,,,"twitter.com/MichaelRapapor…","https://t.co/vw3ZmDJWCZ","https://twitter.com/MichaelRapaport/status/1376997269107470338",,,,,,,,,,,"en","x1376997269107470338","I receive threats and disgusting messages DAILY, but never in my wildest dreams did I think @KDTrey5 would be among them. The <U+0001F40D> himself is now threatening me, bringing up my wife and wants to fight. This is supposed to be America’s sweetheart right? #ImDaRealMVP https://t.co/l1VQfGMMRF",2021-03-30 20:38:26,"Twitter for iPhone",23704,4784,"x241204643","MichaelRapaport","MichaelRapaport",644058,3248,83236,"On The Way To TRIAL","Actor/Comedian/Director/Disruptor/Podcaster https://t.co/4PpdtWStGE<U+0001F399>Making Weekly Podcast History @iamrapaport only on @HearLuminary <U+2199><U+FE0F>",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SacredCursed/status/1377025655565660162","P Jennings","20 He/Him","Spreading joy about my favorite series",,FALSE,865,836,4,1961,2083,2021-02-06 02:52:56,FALSE,,,,"https://pbs.twimg.com/profile_banners/1357884896895791105/1616964690",,"http://pbs.twimg.com/profile_images/1376275773343023104/pDz3FSwD_normal.jpg"
"x726801973140426753","x1377021511408750594",2021-03-30 22:14:46,"wavwest","KEVIN DURANT IS MY GOAT https://t.co/wkA64KHYa9","Twitter for iPhone",23,,,,TRUE,FALSE,0,1,,,,,"twitter.com/wavwest/status…","https://t.co/wkA64KHYa9","https://twitter.com/wavwest/status/1377021454563356675",,,,,,,,,,,"en","x1377021454563356675","Fuck Jordan fuck lebron",2021-03-30 22:14:33,"Twitter for iPhone",0,0,"x726801973140426753","wavwest","<U+0001F410>",544,323,36317,"Hell","I hope Hell or Heaven got some Henny",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/wavwest/status/1377021511408750594","<U+0001F410>","Hell","I hope Hell or Heaven got some Henny",,FALSE,544,323,2,36317,29989,2016-05-01 15:54:28,FALSE,,,,"https://pbs.twimg.com/profile_banners/726801973140426753/1608287280",,"http://pbs.twimg.com/profile_images/1363140273694515203/NSMLQknv_normal.jpg"
"x523939986","x1377019710722674693",2021-03-30 22:07:37,"ReggieHopkins11","Kevin Durant is the Goat.","Twitter for iPhone",25,,,,FALSE,FALSE,1,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ReggieHopkins11/status/1377019710722674693","Shunsui Kyoraku","","Perfecting the Craft........","https://t.co/yAfRdrvuve",FALSE,716,556,4,22918,28854,2012-03-14 02:47:40,FALSE,"https://t.co/yAfRdrvuve","https://twitch.tv/snipermcgavin",,"https://pbs.twimg.com/profile_banners/523939986/1616325110","http://abs.twimg.com/images/themes/theme14/bg.gif","http://pbs.twimg.com/profile_images/1347034830563897344/DzSnzEtP_normal.jpg"
"x258626346","x1377018941323763712",2021-03-30 22:04:34,"fatherlambo","@KDTrey5 @CellfromDBZ @MichaelRapaport Kevin Durant you are the Goat!","Twitter for iPhone",30,"x1377004493733310473","x35936474","KDTrey5",FALSE,FALSE,1,0,,,,,,,,,,,,,,,,"x35936474 x3024484325 x241204643","KDTrey5 CellfromDBZ MichaelRapaport","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/fatherlambo/status/1377018941323763712","JL","East","NJ/NY Apollojets<U+2708><U+FE0F> NYC",,FALSE,513,562,3,7882,5080,2011-02-28 03:35:31,FALSE,,,,"https://pbs.twimg.com/profile_banners/258626346/1516040432","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1014634288896241664/rKFE_8bs_normal.jpg"
"x1222655694157074432","x1377018940048740356",2021-03-30 22:04:33,"WrishRJMVP","Kevin Durant is a goat","Twitter for iPhone",22,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/WrishRJMVP/status/1377018940048740356","Irish<U+0001F4AB>","Ireland","Giants Knicks Yankees Liverpool",,FALSE,368,700,0,5659,7318,2020-01-29 23:00:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1222655694157074432/1614984214",,"http://pbs.twimg.com/profile_images/1357345067476811776/ijP4amwR_normal.jpg"
"x926165374780964864","x1377018647512805378",2021-03-30 22:03:23,"chiefpheef","Kevin Durant the Goat","Twitter for iPhone",21,,,,FALSE,FALSE,0,0,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chiefpheef/status/1377018647512805378","<U+0001F4B2>","","",,FALSE,2130,1889,0,20338,89406,2017-11-02 19:13:27,FALSE,,,,"https://pbs.twimg.com/profile_banners/926165374780964864/1542427618",,"http://pbs.twimg.com/profile_images/1376199749041262594/FX3rd1It_normal.jpg"
